,Team,coach_age,coach_name,season,playoff_games,playoff_wins,playoff_loses,playoff_W/L%,season_games,season_wins,season_loses,season_W/L%,season_position
4,,,Reggie Theus,Career,,,,,106,44.0,62.0,0.415,
20,CHI,53.0,Tom Thibodeau,2010-11,16.0,9.0,7.0,0.563,82,62.0,20.0,0.7559999999999999,1.0
21,CHI,54.0,Tom Thibodeau,2011-12,6.0,2.0,4.0,0.33299999999999996,66,50.0,16.0,0.758,1.0
22,CHI,55.0,Tom Thibodeau,2012-13,12.0,5.0,7.0,0.41700000000000004,82,45.0,37.0,0.5489999999999999,2.0
23,CHI,56.0,Tom Thibodeau,2013-14,5.0,1.0,4.0,0.2,82,48.0,34.0,0.585,2.0
24,CHI,57.0,Tom Thibodeau,2014-15,12.0,6.0,6.0,0.5,82,50.0,32.0,0.61,2.0
25,MIN,59.0,Tom Thibodeau,2016-17,,,,,82,31.0,51.0,0.37799999999999995,5.0
26,MIN,60.0,Tom Thibodeau,2017-18,5.0,1.0,4.0,0.2,82,47.0,35.0,0.573,4.0
27,MIN,61.0,Tom Thibodeau,2018-19,,,,,40,19.0,21.0,0.475,5.0
28,,,Tom Thibodeau,Career,56.0,24.0,32.0,0.429,598,352.0,246.0,0.589,
0,IND,39.0,Isiah Thomas,2000-01,4.0,1.0,3.0,0.25,82,41.0,41.0,0.5,4.0
1,IND,40.0,Isiah Thomas,2001-02,5.0,2.0,3.0,0.4,82,42.0,40.0,0.512,4.0
2,IND,41.0,Isiah Thomas,2002-03,6.0,2.0,4.0,0.33299999999999996,82,48.0,34.0,0.585,2.0
3,NYK,45.0,Isiah Thomas,2006-07,,,,,82,33.0,49.0,0.402,4.0
4,NYK,46.0,Isiah Thomas,2007-08,,,,,82,23.0,59.0,0.28,5.0
5,,,Isiah Thomas,Career,15.0,5.0,10.0,0.33299999999999996,410,187.0,223.0,0.456,
3,SSL,34.0,Rod Thorn,1975-76,,,,,47,20.0,27.0,0.426,6.0
6,CHI,40.0,Rod Thorn,1981-82,,,,,30,15.0,15.0,0.5,5.0
7,,,Rod Thorn,Career,,,,,77,35.0,42.0,0.455,
4,LAC,,Jim Todd,1999-00,,,,,37,4.0,33.0,0.10800000000000001,7.0
15,,,Jim Todd,Career,,,,,37,4.0,33.0,0.10800000000000001,
0,POR,,Rolland Todd,1970-71,,,,,82,29.0,53.0,0.354,5.0
1,POR,,Rolland Todd,1971-72,,,,,56,12.0,44.0,0.214,5.0
2,,,Rolland Todd,Career,,,,,138,41.0,97.0,0.297,
0,TRI,27.0,Mike Todorovich,1950-51,,,,,42,14.0,28.0,0.33299999999999996,5.0
1,,,Mike Todorovich,Career,,,,,42,14.0,28.0,0.33299999999999996,
9,HOU,43.0,Rudy Tomjanovich,1991-92,,,,,30,16.0,14.0,0.5329999999999999,3.0
10,HOU,44.0,Rudy Tomjanovich,1992-93,12.0,6.0,6.0,0.5,82,55.0,27.0,0.6709999999999999,1.0
11,HOU,45.0,Rudy Tomjanovich,1993-94,23.0,15.0,8.0,0.652,82,58.0,24.0,0.7070000000000001,1.0
12,HOU,46.0,Rudy Tomjanovich,1994-95,22.0,15.0,7.0,0.682,82,47.0,35.0,0.573,3.0
13,HOU,47.0,Rudy Tomjanovich,1995-96,8.0,3.0,5.0,0.375,82,48.0,34.0,0.585,3.0
14,HOU,48.0,Rudy Tomjanovich,1996-97,16.0,9.0,7.0,0.563,82,57.0,25.0,0.695,2.0
15,HOU,49.0,Rudy Tomjanovich,1997-98,5.0,2.0,3.0,0.4,82,41.0,41.0,0.5,4.0
16,HOU,50.0,Rudy Tomjanovich,1998-99,4.0,1.0,3.0,0.25,50,31.0,19.0,0.62,3.0
17,HOU,51.0,Rudy Tomjanovich,1999-00,,,,,82,34.0,48.0,0.415,6.0
18,HOU,52.0,Rudy Tomjanovich,2000-01,,,,,82,45.0,37.0,0.5489999999999999,5.0
19,HOU,53.0,Rudy Tomjanovich,2001-02,,,,,82,28.0,54.0,0.341,5.0
20,HOU,54.0,Rudy Tomjanovich,2002-03,,,,,82,43.0,39.0,0.524,5.0
21,LAL,56.0,Rudy Tomjanovich,2004-05,,,,,43,24.0,19.0,0.5579999999999999,4.0
22,,,Rudy Tomjanovich,Career,90.0,51.0,39.0,0.5670000000000001,943,527.0,416.0,0.5589999999999999,
4,ATL,38.0,Gene Tormohlen,1975-76,,,,,8,1.0,7.0,0.125,5.0
9,,,Gene Tormohlen,Career,,,,,8,1.0,7.0,0.125,
6,TOR,50.0,Jay Triano,2008-09,,,,,65,25.0,40.0,0.385,4.0
7,TOR,51.0,Jay Triano,2009-10,,,,,82,40.0,42.0,0.488,2.0
8,TOR,52.0,Jay Triano,2010-11,,,,,82,22.0,60.0,0.268,5.0
15,PHO,59.0,Jay Triano,2017-18,,,,,79,21.0,58.0,0.266,5.0
17,,,Jay Triano,Career,,,,,308,108.0,200.0,0.35100000000000003,
1,WSB,41.0,Wes Unseld,1987-88,5.0,2.0,3.0,0.4,55,30.0,25.0,0.545,2.0
2,WSB,42.0,Wes Unseld,1988-89,,,,,82,40.0,42.0,0.488,4.0
3,WSB,43.0,Wes Unseld,1989-90,,,,,82,31.0,51.0,0.37799999999999995,4.0
4,WSB,44.0,Wes Unseld,1990-91,,,,,82,30.0,52.0,0.366,4.0
5,WSB,45.0,Wes Unseld,1991-92,,,,,82,25.0,57.0,0.305,6.0
6,WSB,46.0,Wes Unseld,1992-93,,,,,82,22.0,60.0,0.268,7.0
7,WSB,47.0,Wes Unseld,1993-94,,,,,82,24.0,58.0,0.293,7.0
8,,,Wes Unseld,Career,5.0,2.0,3.0,0.4,547,202.0,345.0,0.369,
0,PHO,43.0,Dick Van Arsdale,1986-87,,,,,26,14.0,12.0,0.5379999999999999,5.0
1,,,Dick Van Arsdale,Career,,,,,26,14.0,12.0,0.5379999999999999,
1,LAL,45.0,Butch van Breda Kolff,1967-68,15.0,10.0,5.0,0.667,82,52.0,30.0,0.634,2.0
2,LAL,46.0,Butch van Breda Kolff,1968-69,18.0,11.0,7.0,0.611,82,55.0,27.0,0.6709999999999999,1.0
3,DET,47.0,Butch van Breda Kolff,1969-70,,,,,82,31.0,51.0,0.37799999999999995,7.0
4,DET,48.0,Butch van Breda Kolff,1970-71,,,,,82,45.0,37.0,0.5489999999999999,4.0
5,DET,49.0,Butch van Breda Kolff,1971-72,,,,,10,6.0,4.0,0.6,4.0
6,PHO,50.0,Butch van Breda Kolff,1972-73,,,,,7,3.0,4.0,0.429,3.0
7,MMT,51.0,Butch van Breda Kolff,1973-74,,,,,84,21.0,63.0,0.25,5.0
8,NOJ,52.0,Butch van Breda Kolff,1974-75,,,,,66,22.0,44.0,0.33299999999999996,5.0
9,NOJ,53.0,Butch van Breda Kolff,1975-76,,,,,82,38.0,44.0,0.46299999999999997,4.0
10,NOJ,54.0,Butch van Breda Kolff,1976-77,,,,,26,14.0,12.0,0.5379999999999999,5.0
11,,,Butch van Breda Kolff,Career,33.0,21.0,12.0,0.636,603,287.0,316.0,0.47600000000000003,
7,NYK,34.0,Jeff Van Gundy,1995-96,8.0,4.0,4.0,0.5,23,13.0,10.0,0.565,2.0
8,NYK,35.0,Jeff Van Gundy,1996-97,10.0,6.0,4.0,0.6,82,57.0,25.0,0.695,2.0
9,NYK,36.0,Jeff Van Gundy,1997-98,10.0,4.0,6.0,0.4,82,43.0,39.0,0.524,2.0
10,NYK,37.0,Jeff Van Gundy,1998-99,20.0,12.0,8.0,0.6,50,27.0,23.0,0.54,4.0
11,NYK,38.0,Jeff Van Gundy,1999-00,16.0,9.0,7.0,0.563,82,50.0,32.0,0.61,2.0
12,NYK,39.0,Jeff Van Gundy,2000-01,5.0,2.0,3.0,0.4,82,48.0,34.0,0.585,3.0
13,NYK,40.0,Jeff Van Gundy,2001-02,,,,,19,10.0,9.0,0.526,7.0
14,HOU,42.0,Jeff Van Gundy,2003-04,5.0,1.0,4.0,0.2,82,45.0,37.0,0.5489999999999999,5.0
15,HOU,43.0,Jeff Van Gundy,2004-05,7.0,3.0,4.0,0.429,82,51.0,31.0,0.622,3.0
16,HOU,44.0,Jeff Van Gundy,2005-06,,,,,82,34.0,48.0,0.415,5.0
17,HOU,45.0,Jeff Van Gundy,2006-07,7.0,3.0,4.0,0.429,82,52.0,30.0,0.634,3.0
18,,,Jeff Van Gundy,Career,88.0,44.0,44.0,0.5,748,430.0,318.0,0.575,
8,MIA,44.0,Stan Van Gundy,2003-04,13.0,6.0,7.0,0.462,82,42.0,40.0,0.512,2.0
9,MIA,45.0,Stan Van Gundy,2004-05,15.0,11.0,4.0,0.733,82,59.0,23.0,0.72,1.0
10,MIA,46.0,Stan Van Gundy,2005-06,,,,,21,11.0,10.0,0.524,1.0
11,ORL,48.0,Stan Van Gundy,2007-08,10.0,5.0,5.0,0.5,82,52.0,30.0,0.634,1.0
12,ORL,49.0,Stan Van Gundy,2008-09,24.0,13.0,11.0,0.542,82,59.0,23.0,0.72,1.0
13,ORL,50.0,Stan Van Gundy,2009-10,14.0,10.0,4.0,0.7140000000000001,82,59.0,23.0,0.72,1.0
14,ORL,51.0,Stan Van Gundy,2010-11,6.0,2.0,4.0,0.33299999999999996,82,52.0,30.0,0.634,2.0
15,ORL,52.0,Stan Van Gundy,2011-12,5.0,1.0,4.0,0.2,66,37.0,29.0,0.561,3.0
16,DET,55.0,Stan Van Gundy,2014-15,,,,,82,32.0,50.0,0.39,5.0
17,DET,56.0,Stan Van Gundy,2015-16,4.0,0.0,4.0,0.0,82,44.0,38.0,0.537,3.0
18,DET,57.0,Stan Van Gundy,2016-17,,,,,82,37.0,45.0,0.451,5.0
19,DET,58.0,Stan Van Gundy,2017-18,,,,,82,39.0,43.0,0.47600000000000003,4.0
20,,,Stan Van Gundy,Career,91.0,48.0,43.0,0.527,907,523.0,384.0,0.5770000000000001,
2,NJN,51.0,Kiki Vandeweghe,2009-10,,,,,64,12.0,52.0,0.188,5.0
3,,,Kiki Vandeweghe,Career,,,,,64,12.0,52.0,0.188,
2,ORL,37.0,Jacque Vaughn,2012-13,,,,,82,20.0,62.0,0.244,5.0
3,ORL,38.0,Jacque Vaughn,2013-14,,,,,82,23.0,59.0,0.28,5.0
4,ORL,39.0,Jacque Vaughn,2014-15,,,,,52,15.0,37.0,0.28800000000000003,5.0
8,,,Jacque Vaughn,Career,,,,,216,58.0,158.0,0.26899999999999996,
3,IND,,Dick Versace,1988-89,,,,,53,22.0,31.0,0.415,6.0
4,IND,,Dick Versace,1989-90,3.0,0.0,3.0,0.0,82,42.0,40.0,0.512,5.0
5,IND,,Dick Versace,1990-91,,,,,25,9.0,16.0,0.36,5.0
8,,,Dick Versace,Career,3.0,0.0,3.0,0.0,160,73.0,87.0,0.456,
1,CHA,44.0,Sam Vincent,2007-08,,,,,82,32.0,50.0,0.39,4.0
2,,,Sam Vincent,Career,,,,,82,32.0,50.0,0.39,
0,DET,39.0,Dick Vitale,1978-79,,,,,82,30.0,52.0,0.366,4.0
1,DET,40.0,Dick Vitale,1979-80,,,,,12,4.0,8.0,0.33299999999999996,6.0
2,,,Dick Vitale,Career,,,,,94,34.0,60.0,0.36200000000000004,
8,IND,37.0,Frank Vogel,2010-11,5.0,1.0,4.0,0.2,38,20.0,18.0,0.526,2.0
9,IND,38.0,Frank Vogel,2011-12,11.0,6.0,5.0,0.545,66,42.0,24.0,0.636,2.0
10,IND,39.0,Frank Vogel,2012-13,19.0,11.0,8.0,0.579,81,49.0,32.0,0.605,1.0
11,IND,40.0,Frank Vogel,2013-14,19.0,10.0,9.0,0.526,82,56.0,26.0,0.6829999999999999,1.0
12,IND,41.0,Frank Vogel,2014-15,,,,,82,38.0,44.0,0.46299999999999997,4.0
13,IND,42.0,Frank Vogel,2015-16,7.0,3.0,4.0,0.429,82,45.0,37.0,0.5489999999999999,2.0
14,ORL,43.0,Frank Vogel,2016-17,,,,,82,29.0,53.0,0.354,5.0
15,ORL,44.0,Frank Vogel,2017-18,,,,,82,25.0,57.0,0.305,4.0
16,,,Frank Vogel,Career,61.0,31.0,30.0,0.508,595,304.0,291.0,0.511,
1,TOR,35.0,Darrell Walker,1996-97,,,,,82,30.0,52.0,0.366,8.0
2,TOR,36.0,Darrell Walker,1997-98,,,,,49,11.0,38.0,0.22399999999999998,8.0
3,WAS,38.0,Darrell Walker,1999-00,,,,,38,15.0,23.0,0.395,7.0
13,,,Darrell Walker,Career,,,,,169,56.0,113.0,0.331,
2,DEN,37.0,Donnie Walsh,1978-79,3.0,1.0,2.0,0.33299999999999996,29,19.0,10.0,0.655,2.0
3,DEN,38.0,Donnie Walsh,1979-80,,,,,82,30.0,52.0,0.366,3.0
4,DEN,39.0,Donnie Walsh,1980-81,,,,,31,11.0,20.0,0.355,4.0
8,,,Donnie Walsh,Career,3.0,1.0,2.0,0.33299999999999996,142,60.0,82.0,0.423,
2,LAL,36.0,Luke Walton,2016-17,,,,,82,26.0,56.0,0.317,4.0
3,LAL,37.0,Luke Walton,2017-18,,,,,82,35.0,47.0,0.42700000000000005,3.0
4,LAL,38.0,Luke Walton,2018-19,,,,,73,32.0,41.0,0.43799999999999994,4.0
5,,,Luke Walton,Career,,,,,237,93.0,144.0,0.392,
0,ROC,34.0,Bobby Wanzer,1955-56,,,,,72,31.0,41.0,0.431,4.0
1,ROC,35.0,Bobby Wanzer,1956-57,,,,,72,31.0,41.0,0.431,4.0
2,CIN,36.0,Bobby Wanzer,1957-58,2.0,0.0,2.0,0.0,72,33.0,39.0,0.45799999999999996,3.0
3,CIN,37.0,Bobby Wanzer,1958-59,,,,,18,3.0,15.0,0.16699999999999998,4.0
4,,,Bobby Wanzer,Career,2.0,0.0,2.0,0.0,234,98.0,136.0,0.419,
1,PHO,36.0,Earl Watson,2015-16,,,,,33,9.0,24.0,0.273,4.0
2,PHO,37.0,Earl Watson,2016-17,,,,,82,24.0,58.0,0.293,5.0
3,PHO,38.0,Earl Watson,2017-18,,,,,3,0.0,3.0,0.0,5.0
4,,,Earl Watson,Career,,,,,118,33.0,85.0,0.28,
8,SAS,44.0,Bob Weiss,1986-87,,,,,82,28.0,54.0,0.341,6.0
9,SAS,45.0,Bob Weiss,1987-88,3.0,0.0,3.0,0.0,82,31.0,51.0,0.37799999999999995,5.0
11,ATL,48.0,Bob Weiss,1990-91,5.0,2.0,3.0,0.4,82,43.0,39.0,0.524,4.0
12,ATL,49.0,Bob Weiss,1991-92,,,,,82,38.0,44.0,0.46299999999999997,5.0
13,ATL,50.0,Bob Weiss,1992-93,3.0,0.0,3.0,0.0,82,43.0,39.0,0.524,4.0
14,LAC,51.0,Bob Weiss,1993-94,,,,,82,27.0,55.0,0.32899999999999996,7.0
25,SEA,63.0,Bob Weiss,2005-06,,,,,30,13.0,17.0,0.433,3.0
33,,,Bob Weiss,Career,11.0,2.0,9.0,0.182,522,223.0,299.0,0.42700000000000005,
0,LAL,38.0,Jerry West,1976-77,11.0,4.0,7.0,0.364,82,53.0,29.0,0.6459999999999999,1.0
1,LAL,39.0,Jerry West,1977-78,3.0,1.0,2.0,0.33299999999999996,82,45.0,37.0,0.5489999999999999,4.0
2,LAL,40.0,Jerry West,1978-79,8.0,3.0,5.0,0.375,82,47.0,35.0,0.573,3.0
3,,,Jerry West,Career,22.0,8.0,14.0,0.364,246,145.0,101.0,0.589,
1,LAL,40.0,Paul Westhead,1979-80,16.0,12.0,4.0,0.75,68,50.0,18.0,0.735,1.0
2,LAL,41.0,Paul Westhead,1980-81,3.0,1.0,2.0,0.33299999999999996,82,54.0,28.0,0.659,2.0
3,LAL,42.0,Paul Westhead,1981-82,,,,,11,7.0,4.0,0.636,1.0
4,CHI,43.0,Paul Westhead,1982-83,,,,,82,28.0,54.0,0.341,4.0
5,DEN,51.0,Paul Westhead,1990-91,,,,,82,20.0,62.0,0.244,7.0
6,DEN,52.0,Paul Westhead,1991-92,,,,,82,24.0,58.0,0.293,4.0
13,,,Paul Westhead,Career,19.0,13.0,6.0,0.684,407,183.0,224.0,0.45,
4,PHO,42.0,Paul Westphal,1992-93,24.0,13.0,11.0,0.542,82,62.0,20.0,0.7559999999999999,1.0
5,PHO,43.0,Paul Westphal,1993-94,10.0,6.0,4.0,0.6,82,56.0,26.0,0.6829999999999999,2.0
6,PHO,44.0,Paul Westphal,1994-95,10.0,6.0,4.0,0.6,82,59.0,23.0,0.72,1.0
7,PHO,45.0,Paul Westphal,1995-96,,,,,33,14.0,19.0,0.424,4.0
8,SEA,48.0,Paul Westphal,1998-99,,,,,50,25.0,25.0,0.5,5.0
9,SEA,49.0,Paul Westphal,1999-00,5.0,2.0,3.0,0.4,82,45.0,37.0,0.5489999999999999,4.0
10,SEA,50.0,Paul Westphal,2000-01,,,,,15,6.0,9.0,0.4,5.0
12,SAC,59.0,Paul Westphal,2009-10,,,,,82,25.0,57.0,0.305,5.0
13,SAC,60.0,Paul Westphal,2010-11,,,,,82,24.0,58.0,0.293,5.0
14,SAC,61.0,Paul Westphal,2011-12,,,,,7,2.0,5.0,0.28600000000000003,5.0
17,,,Paul Westphal,Career,49.0,27.0,22.0,0.551,597,318.0,279.0,0.5329999999999999,
8,PHO,43.0,John Wetzel,1987-88,,,,,82,28.0,54.0,0.341,4.0
24,,,John Wetzel,Career,,,,,82,28.0,54.0,0.341,
0,SEA,32.0,Lenny Wilkens,1969-70,,,,,82,36.0,46.0,0.439,5.0
1,SEA,33.0,Lenny Wilkens,1970-71,,,,,82,38.0,44.0,0.46299999999999997,4.0
2,SEA,34.0,Lenny Wilkens,1971-72,,,,,82,47.0,35.0,0.573,3.0
3,POR,37.0,Lenny Wilkens,1974-75,,,,,82,38.0,44.0,0.46299999999999997,3.0
4,POR,38.0,Lenny Wilkens,1975-76,,,,,82,37.0,45.0,0.451,5.0
5,SEA,40.0,Lenny Wilkens,1977-78,22.0,13.0,9.0,0.591,60,42.0,18.0,0.7,3.0
6,SEA,41.0,Lenny Wilkens,1978-79,17.0,12.0,5.0,0.706,82,52.0,30.0,0.634,1.0
7,SEA,42.0,Lenny Wilkens,1979-80,15.0,7.0,8.0,0.467,82,56.0,26.0,0.6829999999999999,2.0
8,SEA,43.0,Lenny Wilkens,1980-81,,,,,82,34.0,48.0,0.415,6.0
9,SEA,44.0,Lenny Wilkens,1981-82,8.0,3.0,5.0,0.375,82,52.0,30.0,0.634,2.0
10,SEA,45.0,Lenny Wilkens,1982-83,2.0,0.0,2.0,0.0,82,48.0,34.0,0.585,3.0
11,SEA,46.0,Lenny Wilkens,1983-84,5.0,2.0,3.0,0.4,82,42.0,40.0,0.512,3.0
12,SEA,47.0,Lenny Wilkens,1984-85,,,,,82,31.0,51.0,0.37799999999999995,4.0
13,CLE,49.0,Lenny Wilkens,1986-87,,,,,82,31.0,51.0,0.37799999999999995,6.0
14,CLE,50.0,Lenny Wilkens,1987-88,5.0,2.0,3.0,0.4,82,42.0,40.0,0.512,5.0
15,CLE,51.0,Lenny Wilkens,1988-89,5.0,2.0,3.0,0.4,82,57.0,25.0,0.695,2.0
16,CLE,52.0,Lenny Wilkens,1989-90,5.0,2.0,3.0,0.4,82,42.0,40.0,0.512,4.0
17,CLE,53.0,Lenny Wilkens,1990-91,,,,,82,33.0,49.0,0.402,6.0
18,CLE,54.0,Lenny Wilkens,1991-92,17.0,9.0,8.0,0.529,82,57.0,25.0,0.695,2.0
19,CLE,55.0,Lenny Wilkens,1992-93,9.0,3.0,6.0,0.33299999999999996,82,54.0,28.0,0.659,2.0
20,ATL,56.0,Lenny Wilkens,1993-94,11.0,5.0,6.0,0.455,82,57.0,25.0,0.695,1.0
21,ATL,57.0,Lenny Wilkens,1994-95,3.0,0.0,3.0,0.0,82,42.0,40.0,0.512,5.0
22,ATL,58.0,Lenny Wilkens,1995-96,10.0,4.0,6.0,0.4,82,46.0,36.0,0.561,4.0
23,ATL,59.0,Lenny Wilkens,1996-97,10.0,4.0,6.0,0.4,82,56.0,26.0,0.6829999999999999,2.0
24,ATL,60.0,Lenny Wilkens,1997-98,4.0,1.0,3.0,0.25,82,50.0,32.0,0.61,4.0
25,ATL,61.0,Lenny Wilkens,1998-99,9.0,3.0,6.0,0.33299999999999996,50,31.0,19.0,0.62,2.0
26,ATL,62.0,Lenny Wilkens,1999-00,,,,,82,28.0,54.0,0.341,7.0
27,TOR,63.0,Lenny Wilkens,2000-01,12.0,6.0,6.0,0.5,82,47.0,35.0,0.573,2.0
28,TOR,64.0,Lenny Wilkens,2001-02,5.0,2.0,3.0,0.4,82,42.0,40.0,0.512,3.0
29,TOR,65.0,Lenny Wilkens,2002-03,,,,,82,24.0,58.0,0.293,7.0
30,NYK,66.0,Lenny Wilkens,2003-04,4.0,0.0,4.0,0.0,42,23.0,19.0,0.5479999999999999,3.0
31,NYK,67.0,Lenny Wilkens,2004-05,,,,,39,17.0,22.0,0.436,5.0
32,,,Lenny Wilkens,Career,178.0,80.0,98.0,0.449,2487,1332.0,1155.0,0.536,
3,NYK,45.0,Herb Williams,2003-04,,,,,1,1.0,0.0,1.0,3.0
5,NYK,46.0,Herb Williams,2004-05,,,,,43,16.0,27.0,0.37200000000000005,5.0
15,,,Herb Williams,Career,,,,,44,17.0,27.0,0.386,
5,NOH,39.0,Monty Williams,2010-11,6.0,2.0,4.0,0.33299999999999996,82,46.0,36.0,0.561,3.0
6,NOH,40.0,Monty Williams,2011-12,,,,,66,21.0,45.0,0.318,5.0
7,NOH,41.0,Monty Williams,2012-13,,,,,82,27.0,55.0,0.32899999999999996,5.0
8,NOP,42.0,Monty Williams,2013-14,,,,,82,34.0,48.0,0.415,5.0
9,NOP,43.0,Monty Williams,2014-15,4.0,0.0,4.0,0.0,82,45.0,37.0,0.5489999999999999,5.0
12,,,Monty Williams,Career,10.0,2.0,8.0,0.2,394,173.0,221.0,0.439,
0,HOU,49.0,Tex Winter,1971-72,,,,,82,34.0,48.0,0.415,4.0
1,HOU,50.0,Tex Winter,1972-73,,,,,47,17.0,30.0,0.36200000000000004,3.0
21,,,Tex Winter,Career,,,,,129,51.0,78.0,0.395,
9,VAN,43.0,Brian Winters,1995-96,,,,,82,15.0,67.0,0.183,7.0
10,VAN,44.0,Brian Winters,1996-97,,,,,43,8.0,35.0,0.18600000000000003,7.0
14,GSW,49.0,Brian Winters,2001-02,,,,,59,13.0,46.0,0.22,7.0
16,,,Brian Winters,Career,,,,,184,36.0,148.0,0.196,
7,CLE,40.0,Randy Wittman,1999-00,,,,,82,32.0,50.0,0.39,6.0
8,CLE,41.0,Randy Wittman,2000-01,,,,,82,30.0,52.0,0.366,6.0
15,MIN,47.0,Randy Wittman,2006-07,,,,,42,12.0,30.0,0.28600000000000003,4.0
16,MIN,48.0,Randy Wittman,2007-08,,,,,82,22.0,60.0,0.268,4.0
17,MIN,49.0,Randy Wittman,2008-09,,,,,19,4.0,15.0,0.21100000000000002,4.0
21,WAS,52.0,Randy Wittman,2011-12,,,,,49,18.0,31.0,0.36700000000000005,4.0
22,WAS,53.0,Randy Wittman,2012-13,,,,,82,29.0,53.0,0.354,3.0
23,WAS,54.0,Randy Wittman,2013-14,11.0,6.0,5.0,0.545,82,44.0,38.0,0.537,2.0
24,WAS,55.0,Randy Wittman,2014-15,10.0,6.0,4.0,0.6,82,46.0,36.0,0.561,2.0
25,WAS,56.0,Randy Wittman,2015-16,,,,,82,41.0,41.0,0.5,4.0
26,,,Randy Wittman,Career,21.0,12.0,9.0,0.5710000000000001,684,278.0,406.0,0.406,
6,NJN,36.0,Dave Wohl,1985-86,3.0,0.0,3.0,0.0,82,39.0,43.0,0.47600000000000003,4.0
7,NJN,37.0,Dave Wohl,1986-87,,,,,82,24.0,58.0,0.293,4.0
8,NJN,38.0,Dave Wohl,1987-88,,,,,15,2.0,13.0,0.133,5.0
24,,,Dave Wohl,Career,3.0,0.0,3.0,0.0,179,65.0,114.0,0.363,
0,CIN,,Charles Wolf,1960-61,,,,,79,33.0,46.0,0.418,4.0
1,CIN,,Charles Wolf,1961-62,4.0,1.0,3.0,0.25,80,43.0,37.0,0.5379999999999999,2.0
2,CIN,,Charles Wolf,1962-63,12.0,6.0,6.0,0.5,80,42.0,38.0,0.525,3.0
3,DET,,Charles Wolf,1963-64,,,,,80,23.0,57.0,0.28800000000000003,5.0
4,DET,,Charles Wolf,1964-65,,,,,11,2.0,9.0,0.182,4.0
5,,,Charles Wolf,Career,16.0,7.0,9.0,0.43799999999999994,330,143.0,187.0,0.433,
7,ATL,46.0,Mike Woodson,2004-05,,,,,82,13.0,69.0,0.159,5.0
8,ATL,47.0,Mike Woodson,2005-06,,,,,82,26.0,56.0,0.317,5.0
9,ATL,48.0,Mike Woodson,2006-07,,,,,82,30.0,52.0,0.366,5.0
10,ATL,49.0,Mike Woodson,2007-08,7.0,3.0,4.0,0.429,82,37.0,45.0,0.451,3.0
11,ATL,50.0,Mike Woodson,2008-09,11.0,4.0,7.0,0.364,82,47.0,35.0,0.573,2.0
13,ATL,51.0,Mike Woodson,2009-10,11.0,4.0,7.0,0.364,82,53.0,29.0,0.6459999999999999,2.0
15,NYK,53.0,Mike Woodson,2011-12,5.0,1.0,4.0,0.2,24,18.0,6.0,0.75,2.0
16,NYK,54.0,Mike Woodson,2012-13,12.0,6.0,6.0,0.5,82,54.0,28.0,0.659,1.0
17,NYK,55.0,Mike Woodson,2013-14,,,,,82,37.0,45.0,0.451,3.0
22,,,Mike Woodson,Career,46.0,18.0,28.0,0.391,680,315.0,365.0,0.46299999999999997,
4,KCO,,Draff Young,1973-74,,,,,4,0.0,4.0,0.0,4.0
5,,,Draff Young,Career,,,,,4,0.0,4.0,0.0,
