,Team,coach_age,coach_name,season,playoff_games,playoff_wins,playoff_loses,playoff_W/L%,season_games,season_wins,season_loses,season_W/L%,season_position
0,MNL,32.0,John Kundla,1948-49,10.0,8.0,2.0,0.8,60,44.0,16.0,0.733,2.0
1,MNL,33.0,John Kundla,1949-50,12.0,10.0,2.0,0.833,68,51.0,17.0,0.75,1.0
2,MNL,34.0,John Kundla,1950-51,7.0,3.0,4.0,0.429,68,44.0,24.0,0.647,1.0
3,MNL,35.0,John Kundla,1951-52,13.0,9.0,4.0,0.6920000000000001,66,40.0,26.0,0.606,2.0
4,MNL,36.0,John Kundla,1952-53,12.0,9.0,3.0,0.75,70,48.0,22.0,0.6859999999999999,1.0
5,MNL,37.0,John Kundla,1953-54,13.0,9.0,4.0,0.6920000000000001,72,46.0,26.0,0.639,1.0
6,MNL,38.0,John Kundla,1954-55,7.0,3.0,4.0,0.429,72,40.0,32.0,0.556,2.0
7,MNL,39.0,John Kundla,1955-56,3.0,1.0,2.0,0.33299999999999996,72,33.0,39.0,0.45799999999999996,2.0
8,MNL,40.0,John Kundla,1956-57,5.0,2.0,3.0,0.4,72,34.0,38.0,0.47200000000000003,2.0
9,MNL,41.0,John Kundla,1957-58,,,,,33,10.0,23.0,0.303,4.0
10,MNL,42.0,John Kundla,1958-59,13.0,6.0,7.0,0.462,72,33.0,39.0,0.45799999999999996,2.0
11,,,John Kundla,Career,95.0,60.0,35.0,0.632,725,423.0,302.0,0.583,
1,GSW,46.0,Bob Lanier,1994-95,,,,,37,12.0,25.0,0.324,6.0
2,,,Bob Lanier,Career,,,,,37,12.0,25.0,0.324,
0,NYK,47.0,Joe Lapchick,1947-48,3.0,1.0,2.0,0.33299999999999996,48,26.0,22.0,0.542,2.0
1,NYK,48.0,Joe Lapchick,1948-49,6.0,3.0,3.0,0.5,60,32.0,28.0,0.5329999999999999,2.0
2,NYK,49.0,Joe Lapchick,1949-50,5.0,3.0,2.0,0.6,68,40.0,28.0,0.588,2.0
3,NYK,50.0,Joe Lapchick,1950-51,14.0,8.0,6.0,0.5710000000000001,66,36.0,30.0,0.545,3.0
4,NYK,51.0,Joe Lapchick,1951-52,14.0,8.0,6.0,0.5710000000000001,66,37.0,29.0,0.561,3.0
5,NYK,52.0,Joe Lapchick,1952-53,11.0,6.0,5.0,0.545,70,47.0,23.0,0.6709999999999999,1.0
6,NYK,53.0,Joe Lapchick,1953-54,4.0,0.0,4.0,0.0,72,44.0,28.0,0.611,1.0
7,NYK,54.0,Joe Lapchick,1954-55,3.0,1.0,2.0,0.33299999999999996,72,38.0,34.0,0.528,2.0
8,NYK,55.0,Joe Lapchick,1955-56,,,,,51,26.0,25.0,0.51,4.0
9,,,Joe Lapchick,Career,60.0,30.0,30.0,0.5,573,326.0,247.0,0.569,
3,UTA,50.0,Frank Layden,1981-82,,,,,62,17.0,45.0,0.27399999999999997,6.0
4,UTA,51.0,Frank Layden,1982-83,,,,,82,30.0,52.0,0.366,5.0
5,UTA,52.0,Frank Layden,1983-84,11.0,5.0,6.0,0.455,82,45.0,37.0,0.5489999999999999,1.0
6,UTA,53.0,Frank Layden,1984-85,10.0,4.0,6.0,0.4,82,41.0,41.0,0.5,4.0
7,UTA,54.0,Frank Layden,1985-86,4.0,1.0,3.0,0.25,82,42.0,40.0,0.512,4.0
8,UTA,55.0,Frank Layden,1986-87,5.0,2.0,3.0,0.4,82,44.0,38.0,0.537,2.0
9,UTA,56.0,Frank Layden,1987-88,11.0,6.0,5.0,0.545,82,47.0,35.0,0.573,3.0
10,UTA,57.0,Frank Layden,1988-89,,,,,17,11.0,6.0,0.647,1.0
11,,,Frank Layden,Career,41.0,18.0,23.0,0.439,571,277.0,294.0,0.485,
4,SFW,32.0,George Lee,1968-69,6.0,2.0,4.0,0.33299999999999996,82,41.0,41.0,0.5,3.0
5,SFW,33.0,George Lee,1969-70,,,,,52,22.0,30.0,0.423,6.0
6,,,George Lee,Career,6.0,2.0,4.0,0.33299999999999996,134,63.0,71.0,0.47,
0,CHZ,30.0,Slick Leonard,1962-63,,,,,42,13.0,29.0,0.31,5.0
1,BAL,31.0,Slick Leonard,1963-64,,,,,80,31.0,49.0,0.38799999999999996,4.0
2,INA,36.0,Slick Leonard,1968-69,17.0,9.0,8.0,0.529,69,42.0,27.0,0.609,1.0
3,INA,37.0,Slick Leonard,1969-70,15.0,12.0,3.0,0.8,84,59.0,25.0,0.7020000000000001,1.0
4,INA,38.0,Slick Leonard,1970-71,11.0,7.0,4.0,0.636,84,58.0,26.0,0.69,1.0
5,INA,39.0,Slick Leonard,1971-72,20.0,12.0,8.0,0.6,84,47.0,37.0,0.56,2.0
6,INA,40.0,Slick Leonard,1972-73,18.0,12.0,6.0,0.667,84,51.0,33.0,0.607,2.0
7,INA,41.0,Slick Leonard,1973-74,14.0,7.0,7.0,0.5,84,46.0,38.0,0.5479999999999999,2.0
8,INA,42.0,Slick Leonard,1974-75,18.0,9.0,9.0,0.5,84,45.0,39.0,0.536,3.0
9,INA,43.0,Slick Leonard,1975-76,3.0,1.0,2.0,0.33299999999999996,84,39.0,45.0,0.46399999999999997,5.0
10,IND,44.0,Slick Leonard,1976-77,,,,,82,36.0,46.0,0.439,5.0
11,IND,45.0,Slick Leonard,1977-78,,,,,82,31.0,51.0,0.37799999999999995,6.0
12,IND,46.0,Slick Leonard,1978-79,,,,,82,38.0,44.0,0.46299999999999997,4.0
13,IND,47.0,Slick Leonard,1979-80,,,,,82,37.0,45.0,0.451,4.0
14,,,Slick Leonard,Career,116.0,69.0,47.0,0.595,1107,573.0,534.0,0.518,
0,MLH,32.0,Andrew Levane,1952-53,,,,,71,27.0,44.0,0.38,5.0
1,MLH,33.0,Andrew Levane,1953-54,,,,,46,11.0,35.0,0.239,4.0
4,NYK,38.0,Andrew Levane,1958-59,2.0,0.0,2.0,0.0,72,40.0,32.0,0.556,2.0
5,NYK,39.0,Andrew Levane,1959-60,,,,,27,8.0,19.0,0.29600000000000004,4.0
6,STL,41.0,Andrew Levane,1961-62,,,,,60,20.0,40.0,0.33299999999999996,4.0
7,,,Andrew Levane,Career,2.0,0.0,2.0,0.0,276,106.0,170.0,0.384,
0,STB,31.0,Grady Lewis,1948-49,2.0,0.0,2.0,0.0,60,29.0,31.0,0.483,4.0
1,STB,32.0,Grady Lewis,1949-50,,,,,68,26.0,42.0,0.382,5.0
2,,,Grady Lewis,Career,2.0,0.0,2.0,0.0,128,55.0,73.0,0.43,
7,CLE,42.0,Gene Littles,1985-86,,,,,15,4.0,11.0,0.267,5.0
11,CHH,46.0,Gene Littles,1989-90,,,,,42,11.0,31.0,0.262,7.0
12,CHH,47.0,Gene Littles,1990-91,,,,,82,26.0,56.0,0.317,7.0
16,DEN,51.0,Gene Littles,1994-95,,,,,16,3.0,13.0,0.188,4.0
19,,,Gene Littles,Career,,,,,155,44.0,111.0,0.284,
0,DET,43.0,Earl Lloyd,1971-72,,,,,70,20.0,50.0,0.28600000000000003,4.0
1,DET,44.0,Earl Lloyd,1972-73,,,,,7,2.0,5.0,0.28600000000000003,3.0
2,,,Earl Lloyd,Career,,,,,77,22.0,55.0,0.28600000000000003,
1,BUF,,Tates Locke,1976-77,,,,,46,16.0,30.0,0.348,4.0
2,,,Tates Locke,Career,,,,,46,16.0,30.0,0.348,
0,STB,44.0,Ken Loeffler,1946-47,3.0,1.0,2.0,0.33299999999999996,61,38.0,23.0,0.623,2.0
1,STB,45.0,Ken Loeffler,1947-48,7.0,3.0,4.0,0.429,48,29.0,19.0,0.604,1.0
2,PRO,46.0,Ken Loeffler,1948-49,,,,,60,12.0,48.0,0.2,6.0
3,,,Ken Loeffler,Career,10.0,4.0,6.0,0.4,169,79.0,90.0,0.467,
0,TRI,30.0,John Logan,1950-51,,,,,3,2.0,1.0,0.667,5.0
1,,,John Logan,Career,,,,,3,2.0,1.0,0.667,
0,PHI,32.0,Kevin Loughery,1972-73,,,,,31,5.0,26.0,0.161,4.0
1,NYA,33.0,Kevin Loughery,1973-74,14.0,12.0,2.0,0.857,84,55.0,29.0,0.655,1.0
2,NYA,34.0,Kevin Loughery,1974-75,5.0,1.0,4.0,0.2,84,58.0,26.0,0.69,2.0
3,NYA,35.0,Kevin Loughery,1975-76,13.0,8.0,5.0,0.615,84,55.0,29.0,0.655,2.0
4,NYN,36.0,Kevin Loughery,1976-77,,,,,82,22.0,60.0,0.268,5.0
5,NJN,37.0,Kevin Loughery,1977-78,,,,,82,24.0,58.0,0.293,5.0
6,NJN,38.0,Kevin Loughery,1978-79,2.0,0.0,2.0,0.0,82,37.0,45.0,0.451,3.0
7,NJN,39.0,Kevin Loughery,1979-80,,,,,82,34.0,48.0,0.415,5.0
8,NJN,40.0,Kevin Loughery,1980-81,,,,,35,12.0,23.0,0.34299999999999997,5.0
9,ATL,41.0,Kevin Loughery,1981-82,2.0,0.0,2.0,0.0,82,42.0,40.0,0.512,2.0
10,ATL,42.0,Kevin Loughery,1982-83,3.0,1.0,2.0,0.33299999999999996,82,43.0,39.0,0.524,2.0
11,CHI,43.0,Kevin Loughery,1983-84,,,,,82,27.0,55.0,0.32899999999999996,5.0
12,CHI,44.0,Kevin Loughery,1984-85,4.0,1.0,3.0,0.25,82,38.0,44.0,0.46299999999999997,3.0
13,WSB,45.0,Kevin Loughery,1985-86,5.0,2.0,3.0,0.4,13,7.0,6.0,0.5379999999999999,3.0
14,WSB,46.0,Kevin Loughery,1986-87,3.0,0.0,3.0,0.0,82,42.0,40.0,0.512,3.0
15,WSB,47.0,Kevin Loughery,1987-88,,,,,27,8.0,19.0,0.29600000000000004,2.0
17,MIA,51.0,Kevin Loughery,1991-92,3.0,0.0,3.0,0.0,82,38.0,44.0,0.46299999999999997,4.0
18,MIA,52.0,Kevin Loughery,1992-93,,,,,82,36.0,46.0,0.439,5.0
19,MIA,53.0,Kevin Loughery,1993-94,5.0,2.0,3.0,0.4,82,42.0,40.0,0.512,4.0
20,MIA,54.0,Kevin Loughery,1994-95,,,,,46,17.0,29.0,0.37,4.0
21,,,Kevin Loughery,Career,59.0,27.0,32.0,0.45799999999999996,1388,642.0,746.0,0.46299999999999997,
2,MIN,33.0,Sidney Lowe,1992-93,,,,,53,13.0,40.0,0.245,5.0
3,MIN,34.0,Sidney Lowe,1993-94,,,,,82,20.0,62.0,0.244,5.0
10,VAN,41.0,Sidney Lowe,2000-01,,,,,82,23.0,59.0,0.28,7.0
11,MEM,42.0,Sidney Lowe,2001-02,,,,,82,23.0,59.0,0.28,7.0
12,MEM,43.0,Sidney Lowe,2002-03,,,,,8,0.0,8.0,0.0,6.0
23,,,Sidney Lowe,Career,,,,,307,79.0,228.0,0.257,
11,DET,,John Loyer,2013-14,,,,,32,8.0,24.0,0.25,4.0
12,,,John Loyer,Career,,,,,32,8.0,24.0,0.25,
0,SAS,39.0,John Lucas,1992-93,10.0,5.0,5.0,0.5,61,39.0,22.0,0.639,2.0
1,SAS,40.0,John Lucas,1993-94,4.0,1.0,3.0,0.25,82,55.0,27.0,0.6709999999999999,2.0
2,PHI,41.0,John Lucas,1994-95,,,,,82,24.0,58.0,0.293,6.0
3,PHI,42.0,John Lucas,1995-96,,,,,82,18.0,64.0,0.22,7.0
7,CLE,48.0,John Lucas,2001-02,,,,,82,29.0,53.0,0.354,7.0
8,CLE,49.0,John Lucas,2002-03,,,,,42,8.0,34.0,0.19,8.0
12,,,John Lucas,Career,14.0,6.0,8.0,0.429,431,173.0,258.0,0.401,
4,CLE,38.0,Tyronn Lue,2015-16,21.0,16.0,5.0,0.762,41,27.0,14.0,0.659,1.0
5,CLE,39.0,Tyronn Lue,2016-17,18.0,13.0,5.0,0.722,82,51.0,31.0,0.622,1.0
6,CLE,40.0,Tyronn Lue,2017-18,22.0,12.0,10.0,0.545,82,50.0,32.0,0.61,1.0
7,CLE,41.0,Tyronn Lue,2018-19,,,,,6,0.0,6.0,0.0,5.0
8,,,Tyronn Lue,Career,61.0,41.0,20.0,0.672,211,128.0,83.0,0.607,
2,SDC,,Jim Lynam,1983-84,,,,,82,30.0,52.0,0.366,6.0
3,LAC,,Jim Lynam,1984-85,,,,,61,22.0,39.0,0.361,5.0
7,PHI,,Jim Lynam,1987-88,,,,,39,16.0,23.0,0.41,4.0
8,PHI,,Jim Lynam,1988-89,3.0,0.0,3.0,0.0,82,46.0,36.0,0.561,2.0
9,PHI,,Jim Lynam,1989-90,10.0,4.0,6.0,0.4,82,53.0,29.0,0.6459999999999999,1.0
10,PHI,,Jim Lynam,1990-91,8.0,4.0,4.0,0.5,82,44.0,38.0,0.537,2.0
11,PHI,,Jim Lynam,1991-92,,,,,82,35.0,47.0,0.42700000000000005,5.0
12,WSB,,Jim Lynam,1994-95,,,,,82,21.0,61.0,0.256,7.0
13,WSB,,Jim Lynam,1995-96,,,,,82,39.0,43.0,0.47600000000000003,4.0
14,WSB,,Jim Lynam,1996-97,,,,,46,22.0,24.0,0.478,4.0
26,,,Jim Lynam,Career,21.0,8.0,13.0,0.381,720,328.0,392.0,0.456,
0,STL,30.0,Ed Macauley,1958-59,6.0,2.0,4.0,0.33299999999999996,62,43.0,19.0,0.6940000000000001,1.0
1,STL,31.0,Ed Macauley,1959-60,14.0,7.0,7.0,0.5,75,46.0,29.0,0.613,1.0
2,,,Ed Macauley,Career,20.0,9.0,11.0,0.45,137,89.0,48.0,0.65,
2,SSL,47.0,Bob MacKinnon,1974-75,10.0,5.0,5.0,0.5,84,32.0,52.0,0.381,3.0
3,BUF,49.0,Bob MacKinnon,1976-77,,,,,7,3.0,4.0,0.429,4.0
8,NJN,53.0,Bob MacKinnon,1980-81,,,,,47,12.0,35.0,0.255,5.0
11,NJN,60.0,Bob MacKinnon,1987-88,,,,,39,10.0,29.0,0.256,5.0
12,,,Bob MacKinnon,Career,10.0,5.0,5.0,0.5,177,57.0,120.0,0.322,
0,PHO,36.0,John MacLeod,1973-74,,,,,82,30.0,52.0,0.366,4.0
1,PHO,37.0,John MacLeod,1974-75,,,,,82,32.0,50.0,0.39,4.0
2,PHO,38.0,John MacLeod,1975-76,19.0,10.0,9.0,0.526,82,42.0,40.0,0.512,3.0
3,PHO,39.0,John MacLeod,1976-77,,,,,82,34.0,48.0,0.415,5.0
4,PHO,40.0,John MacLeod,1977-78,2.0,0.0,2.0,0.0,82,49.0,33.0,0.598,2.0
5,PHO,41.0,John MacLeod,1978-79,15.0,9.0,6.0,0.6,82,50.0,32.0,0.61,2.0
6,PHO,42.0,John MacLeod,1979-80,8.0,3.0,5.0,0.375,82,55.0,27.0,0.6709999999999999,3.0
7,PHO,43.0,John MacLeod,1980-81,7.0,3.0,4.0,0.429,82,57.0,25.0,0.695,1.0
8,PHO,44.0,John MacLeod,1981-82,7.0,2.0,5.0,0.28600000000000003,82,46.0,36.0,0.561,3.0
9,PHO,45.0,John MacLeod,1982-83,3.0,1.0,2.0,0.33299999999999996,82,53.0,29.0,0.6459999999999999,2.0
10,PHO,46.0,John MacLeod,1983-84,17.0,9.0,8.0,0.529,82,41.0,41.0,0.5,4.0
11,PHO,47.0,John MacLeod,1984-85,3.0,0.0,3.0,0.0,82,36.0,46.0,0.439,3.0
12,PHO,48.0,John MacLeod,1985-86,,,,,82,32.0,50.0,0.39,3.0
13,PHO,49.0,John MacLeod,1986-87,,,,,56,22.0,34.0,0.39299999999999996,5.0
14,DAL,50.0,John MacLeod,1987-88,17.0,10.0,7.0,0.588,82,53.0,29.0,0.6459999999999999,2.0
15,DAL,51.0,John MacLeod,1988-89,,,,,82,38.0,44.0,0.46299999999999997,4.0
16,DAL,52.0,John MacLeod,1989-90,,,,,11,5.0,6.0,0.455,3.0
17,NYK,53.0,John MacLeod,1990-91,3.0,0.0,3.0,0.0,67,32.0,35.0,0.478,3.0
23,,,John MacLeod,Career,101.0,47.0,54.0,0.465,1364,707.0,657.0,0.518,
9,TOR,,Brendan Malone,1995-96,,,,,82,21.0,61.0,0.256,8.0
19,CLE,,Brendan Malone,2004-05,,,,,18,8.0,10.0,0.444,4.0
27,,,Brendan Malone,Career,,,,,100,29.0,71.0,0.29,
10,SAC,43.0,Mike Malone,2013-14,,,,,82,28.0,54.0,0.341,4.0
11,SAC,44.0,Mike Malone,2014-15,,,,,24,11.0,13.0,0.45799999999999996,4.0
12,DEN,45.0,Mike Malone,2015-16,,,,,82,33.0,49.0,0.402,4.0
13,DEN,46.0,Mike Malone,2016-17,,,,,82,40.0,42.0,0.488,4.0
14,DEN,47.0,Mike Malone,2017-18,,,,,82,46.0,36.0,0.561,5.0
15,DEN,48.0,Mike Malone,2018-19,,,,,72,49.0,23.0,0.6809999999999999,1.0
16,,,Mike Malone,Career,,,,,424,207.0,217.0,0.488,
0,CIN,28.0,Tom Marshall,1958-59,,,,,54,16.0,38.0,0.29600000000000004,4.0
1,CIN,29.0,Tom Marshall,1959-60,,,,,75,19.0,56.0,0.253,4.0
2,,,Tom Marshall,Career,,,,,129,35.0,94.0,0.271,
0,STL,31.0,Slater Martin,1956-57,,,,,8,5.0,3.0,0.625,1.0
1,HSM,42.0,Slater Martin,1967-68,3.0,0.0,3.0,0.0,78,29.0,49.0,0.37200000000000005,4.0
2,HSM,43.0,Slater Martin,1968-69,,,,,12,3.0,9.0,0.25,6.0
3,,,Slater Martin,Career,3.0,0.0,3.0,0.0,98,37.0,61.0,0.37799999999999995,
0,BUF,37.0,Johnny McCarthy,1971-72,,,,,81,22.0,59.0,0.272,4.0
1,,,Johnny McCarthy,Career,,,,,81,22.0,59.0,0.272,
0,POR,47.0,Jack McCloskey,1972-73,,,,,82,21.0,61.0,0.256,5.0
1,POR,48.0,Jack McCloskey,1973-74,,,,,82,27.0,55.0,0.32899999999999996,5.0
6,,,Jack McCloskey,Career,,,,,164,48.0,116.0,0.293,
0,DET,34.0,Dick McGuire,1959-60,2.0,0.0,2.0,0.0,41,17.0,24.0,0.415,2.0
1,DET,35.0,Dick McGuire,1960-61,5.0,2.0,3.0,0.4,79,34.0,45.0,0.43,3.0
2,DET,36.0,Dick McGuire,1961-62,10.0,5.0,5.0,0.5,80,37.0,43.0,0.46299999999999997,3.0
3,DET,37.0,Dick McGuire,1962-63,4.0,1.0,3.0,0.25,80,34.0,46.0,0.425,3.0
4,NYK,40.0,Dick McGuire,1965-66,,,,,59,24.0,35.0,0.40700000000000003,4.0
5,NYK,41.0,Dick McGuire,1966-67,4.0,1.0,3.0,0.25,81,36.0,45.0,0.444,4.0
6,NYK,42.0,Dick McGuire,1967-68,,,,,38,15.0,23.0,0.395,3.0
14,,,Dick McGuire,Career,25.0,9.0,16.0,0.36,458,197.0,261.0,0.43,
0,PHW,,Frank McGuire,1961-62,12.0,6.0,6.0,0.5,80,49.0,31.0,0.613,2.0
1,,,Frank McGuire,Career,12.0,6.0,6.0,0.5,80,49.0,31.0,0.613,
0,MIN,47.0,Kevin McHale,2004-05,,,,,31,19.0,12.0,0.613,3.0
1,MIN,51.0,Kevin McHale,2008-09,,,,,63,20.0,43.0,0.317,4.0
2,HOU,54.0,Kevin McHale,2011-12,,,,,66,34.0,32.0,0.515,4.0
3,HOU,55.0,Kevin McHale,2012-13,6.0,2.0,4.0,0.33299999999999996,82,45.0,37.0,0.5489999999999999,3.0
4,HOU,56.0,Kevin McHale,2013-14,6.0,2.0,4.0,0.33299999999999996,82,54.0,28.0,0.659,2.0
5,HOU,57.0,Kevin McHale,2014-15,17.0,9.0,8.0,0.529,82,56.0,26.0,0.6829999999999999,1.0
6,HOU,58.0,Kevin McHale,2015-16,,,,,11,4.0,7.0,0.364,4.0
7,,,Kevin McHale,Career,29.0,13.0,16.0,0.44799999999999995,417,232.0,185.0,0.556,
4,SAS,40.0,Morris McHone,1983-84,,,,,31,11.0,20.0,0.355,5.0
11,,,Morris McHone,Career,,,,,31,11.0,20.0,0.355,
0,WSC,32.0,Bones McKinney,1950-51,,,,,35,10.0,25.0,0.28600000000000003,6.0
1,CAR,51.0,Bones McKinney,1969-70,4.0,0.0,4.0,0.0,84,42.0,42.0,0.5,3.0
2,CAR,52.0,Bones McKinney,1970-71,,,,,42,17.0,25.0,0.405,6.0
3,,,Bones McKinney,Career,4.0,0.0,4.0,0.0,161,69.0,92.0,0.429,
5,LAL,44.0,Jack McKinney,1979-80,,,,,14,10.0,4.0,0.7140000000000001,1.0
6,IND,45.0,Jack McKinney,1980-81,2.0,0.0,2.0,0.0,82,44.0,38.0,0.537,3.0
7,IND,46.0,Jack McKinney,1981-82,,,,,82,35.0,47.0,0.42700000000000005,4.0
8,IND,47.0,Jack McKinney,1982-83,,,,,82,20.0,62.0,0.244,6.0
9,IND,48.0,Jack McKinney,1983-84,,,,,82,26.0,56.0,0.317,6.0
10,KCK,49.0,Jack McKinney,1984-85,,,,,9,1.0,8.0,0.111,6.0
11,,,Jack McKinney,Career,2.0,0.0,2.0,0.0,351,136.0,215.0,0.387,
0,CHZ,34.0,Jack McMahon,1962-63,,,,,38,12.0,26.0,0.316,5.0
1,CIN,35.0,Jack McMahon,1963-64,10.0,4.0,6.0,0.4,80,55.0,25.0,0.688,2.0
2,CIN,36.0,Jack McMahon,1964-65,4.0,1.0,3.0,0.25,80,48.0,32.0,0.6,2.0
3,CIN,37.0,Jack McMahon,1965-66,5.0,2.0,3.0,0.4,80,45.0,35.0,0.563,3.0
4,CIN,38.0,Jack McMahon,1966-67,4.0,1.0,3.0,0.25,81,39.0,42.0,0.48100000000000004,3.0
5,SDR,39.0,Jack McMahon,1967-68,,,,,82,15.0,67.0,0.183,6.0
6,SDR,40.0,Jack McMahon,1968-69,6.0,2.0,4.0,0.33299999999999996,82,37.0,45.0,0.451,4.0
7,SDR,41.0,Jack McMahon,1969-70,,,,,26,9.0,17.0,0.34600000000000003,7.0
8,PTC,42.0,Jack McMahon,1970-71,,,,,84,36.0,48.0,0.429,5.0
9,PTC,43.0,Jack McMahon,1971-72,,,,,10,4.0,6.0,0.4,6.0
23,,,Jack McMahon,Career,29.0,10.0,19.0,0.345,643,300.0,343.0,0.467,
0,TRI,64.0,Dave McMillan,1950-51,,,,,23,9.0,14.0,0.391,5.0
1,,,Dave McMillan,Career,,,,,23,9.0,14.0,0.391,
2,SEA,36.0,Nate McMillan,2000-01,,,,,67,38.0,29.0,0.5670000000000001,5.0
3,SEA,37.0,Nate McMillan,2001-02,5.0,2.0,3.0,0.4,82,45.0,37.0,0.5489999999999999,4.0
4,SEA,38.0,Nate McMillan,2002-03,,,,,82,40.0,42.0,0.488,5.0
5,SEA,39.0,Nate McMillan,2003-04,,,,,82,37.0,45.0,0.451,5.0
6,SEA,40.0,Nate McMillan,2004-05,11.0,6.0,5.0,0.545,82,52.0,30.0,0.634,1.0
7,POR,41.0,Nate McMillan,2005-06,,,,,82,21.0,61.0,0.256,5.0
8,POR,42.0,Nate McMillan,2006-07,,,,,82,32.0,50.0,0.39,3.0
9,POR,43.0,Nate McMillan,2007-08,,,,,82,41.0,41.0,0.5,3.0
10,POR,44.0,Nate McMillan,2008-09,6.0,2.0,4.0,0.33299999999999996,82,54.0,28.0,0.659,2.0
11,POR,45.0,Nate McMillan,2009-10,6.0,2.0,4.0,0.33299999999999996,82,50.0,32.0,0.61,3.0
12,POR,46.0,Nate McMillan,2010-11,6.0,2.0,4.0,0.33299999999999996,82,48.0,34.0,0.585,3.0
13,POR,47.0,Nate McMillan,2011-12,,,,,43,20.0,23.0,0.465,4.0
17,IND,52.0,Nate McMillan,2016-17,4.0,0.0,4.0,0.0,82,42.0,40.0,0.512,3.0
18,IND,53.0,Nate McMillan,2017-18,7.0,3.0,4.0,0.429,82,48.0,34.0,0.585,2.0
19,IND,54.0,Nate McMillan,2018-19,,,,,74,45.0,29.0,0.608,2.0
20,,,Nate McMillan,Career,45.0,17.0,28.0,0.37799999999999995,1168,613.0,555.0,0.525,
0,FTW,51.0,Murray Mendenhall,1949-50,4.0,2.0,2.0,0.5,68,40.0,28.0,0.588,3.0
1,FTW,52.0,Murray Mendenhall,1950-51,3.0,1.0,2.0,0.33299999999999996,68,32.0,36.0,0.47100000000000003,3.0
2,,,Murray Mendenhall,Career,7.0,3.0,4.0,0.429,136,72.0,64.0,0.529,
0,MNL,33.0,George Mikan,1957-58,,,,,39,9.0,30.0,0.231,4.0
1,,,George Mikan,Career,,,,,39,9.0,30.0,0.231,
2,TOR,41.0,Sam Mitchell,2004-05,,,,,82,33.0,49.0,0.402,4.0
3,TOR,42.0,Sam Mitchell,2005-06,,,,,82,27.0,55.0,0.32899999999999996,4.0
4,TOR,43.0,Sam Mitchell,2006-07,6.0,2.0,4.0,0.33299999999999996,82,47.0,35.0,0.573,1.0
5,TOR,44.0,Sam Mitchell,2007-08,5.0,1.0,4.0,0.2,82,41.0,41.0,0.5,2.0
6,TOR,45.0,Sam Mitchell,2008-09,,,,,17,8.0,9.0,0.47100000000000003,4.0
10,MIN,52.0,Sam Mitchell,2015-16,,,,,82,29.0,53.0,0.354,5.0
11,,,Sam Mitchell,Career,11.0,3.0,8.0,0.273,427,185.0,242.0,0.433,
4,SAS,38.0,Doug Moe,1976-77,2.0,0.0,2.0,0.0,82,44.0,38.0,0.537,3.0
5,SAS,39.0,Doug Moe,1977-78,6.0,2.0,4.0,0.33299999999999996,82,52.0,30.0,0.634,1.0
6,SAS,40.0,Doug Moe,1978-79,14.0,7.0,7.0,0.5,82,48.0,34.0,0.585,1.0
7,SAS,41.0,Doug Moe,1979-80,,,,,66,33.0,33.0,0.5,3.0
9,DEN,42.0,Doug Moe,1980-81,,,,,51,26.0,25.0,0.51,4.0
10,DEN,43.0,Doug Moe,1981-82,3.0,1.0,2.0,0.33299999999999996,82,46.0,36.0,0.561,2.0
11,DEN,44.0,Doug Moe,1982-83,8.0,3.0,5.0,0.375,82,45.0,37.0,0.5489999999999999,2.0
12,DEN,45.0,Doug Moe,1983-84,5.0,2.0,3.0,0.4,82,38.0,44.0,0.46299999999999997,3.0
13,DEN,46.0,Doug Moe,1984-85,15.0,8.0,7.0,0.5329999999999999,82,52.0,30.0,0.634,1.0
14,DEN,47.0,Doug Moe,1985-86,10.0,5.0,5.0,0.5,82,47.0,35.0,0.573,2.0
15,DEN,48.0,Doug Moe,1986-87,3.0,0.0,3.0,0.0,82,37.0,45.0,0.451,4.0
16,DEN,49.0,Doug Moe,1987-88,11.0,5.0,6.0,0.455,82,54.0,28.0,0.659,1.0
17,DEN,50.0,Doug Moe,1988-89,3.0,0.0,3.0,0.0,82,44.0,38.0,0.537,3.0
18,DEN,51.0,Doug Moe,1989-90,3.0,0.0,3.0,0.0,82,43.0,39.0,0.524,4.0
19,PHI,54.0,Doug Moe,1992-93,,,,,56,19.0,37.0,0.33899999999999997,6.0
25,,,Doug Moe,Career,83.0,33.0,50.0,0.39799999999999996,1157,628.0,529.0,0.5429999999999999,
0,GSW,57.0,Mike Montgomery,2004-05,,,,,82,34.0,48.0,0.415,5.0
1,GSW,58.0,Mike Montgomery,2005-06,,,,,82,34.0,48.0,0.415,5.0
2,,,Mike Montgomery,Career,,,,,164,68.0,96.0,0.415,
0,AND,38.0,Doxie Moore,1949-50,8.0,4.0,4.0,0.5,26,15.0,11.0,0.5770000000000001,2.0
1,MLH,40.0,Doxie Moore,1951-52,,,,,66,17.0,49.0,0.258,5.0
2,,,Doxie Moore,Career,8.0,4.0,4.0,0.5,92,32.0,60.0,0.348,
0,PRO,,Robert Morris,1946-47,,,,,60,28.0,32.0,0.467,4.0
1,,,Robert Morris,Career,,,,,60,28.0,32.0,0.467,
0,CHI,37.0,Dick Motta,1968-69,,,,,82,33.0,49.0,0.402,5.0
1,CHI,38.0,Dick Motta,1969-70,5.0,1.0,4.0,0.2,82,39.0,43.0,0.47600000000000003,3.0
